,ts_code,ann_date,end_date,name,title,reward,hold_vol
1039,000100.SZ,20190813,20190630,李东生,董事长；CEO,,812848488
1040,000050.SZ,20190821,20190630,黄威飘,原监事,,0
1041,000498.SZ,20190827,20190630,林存友,副总经理,,0
1042,000501.SZ,20190830,20190630,殷柏高,监事长；党委副书记,,31200
1043,000501.SZ,20190830,20190630,岳琴舫,独立董事,,0
1044,000061.SZ,20190828,20190630,宁钟,独立董事,,0
1045,000070.SZ,20190823,20190630,常琦,董事,,0
1046,000061.SZ,20190828,20190630,王立,董事,,0
1047,000070.SZ,20190823,20190630,邓树娥,董事,,0
1048,000070.SZ,20190823,20190630,韦岗,独立董事,,0
1049,000012.SZ,20190823,20190630,叶伟青,董事,,0
1050,000090.SZ,20190829,20190630,林婵波,董事；党委副书记；工会主席,,0
1051,000420.SZ,20190831,20190630,曲大军,监事,,20000
1052,000058.SZ,20190827,20190630,张宇杰,监事会主席,,20000
1053,000058.SZ,20190827,20190630,张良,董事,,37000
1054,000420.SZ,20190831,20190630,刘凤久,监事会主席,,40000
1055,000058.SZ,20190827,20190630,陈惠劼,董事长,,33000
1056,000090.SZ,20190829,20190630,郭刚,独立董事,,0
1057,000061.SZ,20190828,20190630,陈凤华,原职工监事,,0
1058,000060.SZ,20190829,20190630,赵学超,原监事会主席,,0
1059,000060.SZ,20190829,20190630,何利玲,监事,,0
1060,000100.SZ,20190813,20190630,刘斌,副董事长,,0
1061,000100.SZ,20190813,20190630,闫晓林,首席技术官(CTO),,599500
1062,000488.SZ,20190816,20190630,胡长青,副董事长,,42857
1063,000333.SZ,20190831,20190630,张小懿,副总裁,,576575
1064,000404.SZ,20190810,20190630,李云强,监事会主席,,0
1065,000498.SZ,20190827,20190630,张伟,董事,,0
1066,000333.SZ,20190831,20190630,肖明光,副总裁,,355000
1067,000498.SZ,20190827,20190630,赵亚文,监事会主席,,0
1068,000498.SZ,20190827,20190630,安耀峰,职工监事,,0
1069,000498.SZ,20190827,20190630,高贵成,监事,,0
1070,000026.SZ,20190815,20190630,肖章林,董事,,0
1071,000026.SZ,20190815,20190630,王波,董事,,0
1072,000402.SZ,20190810,20190630,谢鑫,监事,,0
1073,000501.SZ,20190830,20190630,吴可,独立董事,,0
1074,000404.SZ,20190810,20190630,杨秀彪,党委书记；董事长,,0
1075,000026.SZ,20190815,20190630,王宝瑛,监事会主席,,0
1076,000061.SZ,20190828,20190630,陈小华,董事；副总裁,,336061
1077,000061.SZ,20190828,20190630,曹宇,监事会主席,,0
1078,000402.SZ,20190810,20190630,李亮,副总经理,,27000
1079,000501.SZ,20190830,20190630,李东,副总经理,,241300
1080,000404.SZ,20190810,20190630,唐英凯,独立董事,,0
1081,000030.SZ,20190828,20190630,张立德,副总经理,,196000
1082,000070.SZ,20190823,20190630,张虽,监事,,0
1083,000061.SZ,20190828,20190630,王丽娜,独立董事,,0
1084,000012.SZ,20190823,20190630,卢文辉,常务副总裁,,2130273
1085,000070.SZ,20190823,20190630,李增民,董事；财务总监,,0
1086,000501.SZ,20190830,20190630,田玲,独立董事,,0
1087,000058.SZ,20190827,20190630,严冬霞,副总经理,,0
1088,000078.SZ,20190827,20190630,聂志华,监事会主席,,28500
1089,000012.SZ,20190823,20190630,朱乾宇,独立董事,,0
1090,000056.SZ,20190827,20190630,汪军民,独立董事,,0
1091,000056.SZ,20190827,20190630,王培,独立董事,,0
1092,000056.SZ,20190827,20190630,熊楚熊,独立董事,,0
1093,000090.SZ,20190829,20190630,宋扬,董事；总裁；党委副书记,,0
1094,000420.SZ,20190831,20190630,丁晋奇,独立董事,,0
1095,000420.SZ,20190831,20190630,刘宏伟,董事,,48500
1096,000058.SZ,20190827,20190630,张豫旺,董事,,0
1097,000058.SZ,20190827,20190630,范值清,独立董事,,0
1098,000058.SZ,20190827,20190630,李立武,董事；总经理,,0
1099,000090.SZ,20190829,20190630,方东红,副总裁；董事会秘书,,0
1100,000090.SZ,20190829,20190630,韩德宏,董事长；党委书记,,156000
1101,000420.SZ,20190831,20190630,周国利,监事,,10000
1102,000410.SZ,20190831,20190630,李卓,独立董事,,0
1103,000428.SZ,20190827,20190630,葛晓炳,监事,,0
1104,000056.SZ,20190827,20190630,邢福俊,副董事长,,2546700
1105,000078.SZ,20190827,20190630,沈大凯,财务总监；董事局秘书,,2000000
1106,000060.SZ,20190829,20190630,余刚,董事局主席；党委书记,,150000
1107,000420.SZ,20190831,20190630,周东福,董事,,0
1108,000078.SZ,20190827,20190630,吕恒新,监事,,0
1109,000157.SZ,20190831,20190630,熊焰明,副总裁,,4143830
1110,000157.SZ,20190831,20190630,何建明,监事,,2895126
1111,000002.SZ,20190821,20190630,解冻,监事会主席,,1490745
1112,000002.SZ,20190821,20190630,王文金,董事；执行副总裁；财务负责人,,2314291
1113,000002.SZ,20190821,20190630,郁亮,董事会主席,,7306245
1114,000002.SZ,20190821,20190630,张旭,董事；执行副总裁；首席运营官,,904039
1115,000002.SZ,20190821,20190630,周清平,监事,,20000
1116,000488.SZ,20190816,20190630,李雪芹,副总经理,,861322
1117,000488.SZ,20190816,20190630,陈刚,董事；副总经理,,139700
1118,000488.SZ,20190816,20190630,张清志,原副总经理,,0
1119,000488.SZ,20190816,20190630,李杏贵,职工监事,,0
1120,000488.SZ,20190816,20190630,董连明,财务总监,,69600
1121,000488.SZ,20190816,20190630,潘兆昌,原公司秘书；原合资格会计师,,0
1122,000488.SZ,20190816,20190630,陈洪国,董事长,,11080044
1123,000488.SZ,20190816,20190630,耿光林,副总经理,,716950
1124,000488.SZ,20190816,20190630,张晓峰,原监事,,0
1125,000488.SZ,20190816,20190630,杨彪,独立董事,,0
1126,000488.SZ,20190816,20190630,孙迎花,原职工监事,,73800
1127,000488.SZ,20190816,20190630,李振中,副总经理,,113000
1128,000488.SZ,20190816,20190630,赵学刚,副总经理,,0
1129,000100.SZ,20190813,20190630,杜娟,董事；COO；CFO,,0
1130,000100.SZ,20190813,20190630,黄伟,董事；高级副总裁,,0
1131,000100.SZ,20190813,20190630,卢馨,独立董事,,0
1132,000100.SZ,20190813,20190630,阎焱,独立董事,,0
1133,000100.SZ,20190813,20190630,金旴植,高级副总裁,,0
1134,000100.SZ,20190813,20190630,王成,原高级副总裁,,0
1135,000404.SZ,20190810,20190630,何心坦,董事,,0
1136,000498.SZ,20190827,20190630,姜福强,副总经理,,0
1137,000100.SZ,20190813,20190630,贺锦雷,原副董事长,,0
1138,000100.SZ,20190813,20190630,黄旭斌,原董事；原CFO,,3383380
1139,000063.SZ,20190828,20190630,李全才,监事,,0
1140,000488.SZ,20190816,20190630,尹美群,独立董事,,0
1141,000063.SZ,20190828,20190630,曹巍,原董事会秘书,,25200
1142,000488.SZ,20190816,20190630,孙剑非,独立董事,,0
1143,000333.SZ,20190831,20190630,胡自强,副总裁,,300000
1144,000488.SZ,20190816,20190630,李传轩,董事,,0
1145,000404.SZ,20190810,20190630,杨凡,副总经理,,124360
1146,000498.SZ,20190827,20190630,艾贻忠,原董事长,,0
1147,000050.SZ,20190821,20190630,王宝瑛,监事会主席,,3000
1148,000061.SZ,20190828,20190630,王道海,监事,,0
1149,000050.SZ,20190821,20190630,董海,董事,,0
1150,000034.SZ,20190831,20190630,许军利,董事,,0
1151,000501.SZ,20190830,20190630,李轩,董事会秘书,,292500
1152,000026.SZ,20190815,20190630,陆万军,副总经理；董事会秘书,,50000
1153,000402.SZ,20190810,20190630,杨小舟,独立董事,,0
1154,000402.SZ,20190810,20190630,白力,董事,,52900
1155,000034.SZ,20190831,20190630,朱锦梅,独立董事,,0
1156,000034.SZ,20190831,20190630,张连起,独立董事,,0
1157,000034.SZ,20190831,20190630,孙丹梅,监事,,0
1158,000026.SZ,20190815,20190630,李明,副总经理,,50040
1159,000501.SZ,20190830,20190630,陈昌义,董事,,0
1160,000026.SZ,20190815,20190630,邹志翔,原监事,,0
1161,000501.SZ,20190830,20190630,吴海芳,副总经理,,261300
1162,000039.SZ,20190828,20190630,黄田化,副总裁,,540000
1163,000402.SZ,20190810,20190630,卢东亮,职工监事,,21200
1164,000501.SZ,20190830,20190630,熊海云,董事,,104000
1165,000501.SZ,20190830,20190630,汪斌,副总经理,,292500
1166,000404.SZ,20190810,20190630,史强,党委副书记；纪委书记；董事；董事会秘书,,0
1167,000404.SZ,20190810,20190630,李余利,独立董事,,0
1168,000034.SZ,20190831,20190630,王晓岩,董事,,64603000
1169,000404.SZ,20190810,20190630,陈思远,职工监事,,181250
1170,000404.SZ,20190810,20190630,王光全,董事；常务副总经理,,0
1171,000404.SZ,20190810,20190630,何成志,总工程师,,0
1172,000061.SZ,20190828,20190630,张磊,董事；财务总监,,0
1173,000012.SZ,20190823,20190630,程细宝,董事,,0
1174,000063.SZ,20190828,20190630,丁建中,董事会秘书,,0
1175,000061.SZ,20190828,20190630,杜鹏,副总裁,,0
1176,000030.SZ,20190828,20190630,祖学忠,副总经理,,1122845
1177,000402.SZ,20190810,20190630,林义相,独立董事,,0
1178,000061.SZ,20190828,20190630,沈骅,副总裁,,17000
1179,000061.SZ,20190828,20190630,黄守岩,董事,,0
1180,000030.SZ,20190828,20190630,孙海,副总经理,,140000
1181,000061.SZ,20190828,20190630,台冰,董事,,0
1182,000402.SZ,20190810,20190630,盛华平,常务副总经理,,30000
1183,000061.SZ,20190828,20190630,张键,原副总裁,,20000
1184,000061.SZ,20190828,20190630,叶琴,职工监事,,1000
1185,000061.SZ,20190828,20190630,薛彤,副总裁,,19500
1186,000061.SZ,20190828,20190630,何建锋,董事长,,0
1187,000070.SZ,20190823,20190630,刘阳,副总经理,,18000
1188,000070.SZ,20190823,20190630,王宇新,独立董事,,0
1189,000070.SZ,20190823,20190630,刘涛,副总经理,,0
1190,000061.SZ,20190828,20190630,刘鲁鱼,独立董事,,0
1191,000070.SZ,20190823,20190630,唐国平,独立董事,,0
1192,000402.SZ,20190810,20190630,上官清,原副董事长,,20000
1193,000420.SZ,20190831,20190630,孙玉晶,董事,,40000
1194,000410.SZ,20190831,20190630,李文华,监事会主席,,0
1195,000078.SZ,20190827,20190630,冯汉林,职工监事,,26480
1196,000012.SZ,20190823,20190630,张金顺,董事,,0
1197,000157.SZ,20190831,20190630,罗凯,助理总裁,,1450000
1198,000056.SZ,20190827,20190630,曹剑,董事；董事会秘书,,850000
1199,000012.SZ,20190823,20190630,靳庆军,原独立董事,,0
1200,000056.SZ,20190827,20190630,林青辉,监事,,1018700
1201,000410.SZ,20190831,20190630,董凌云,行政总监,,0
1202,000056.SZ,20190827,20190630,吴小霜,监事,,0
1203,000058.SZ,20190827,20190630,茹桂琴,监事,,18000
1204,000420.SZ,20190831,20190630,徐建国,总经理助理；董事会秘书,,20300
1205,000058.SZ,20190827,20190630,朱龙清,副总经理,,33000
1206,000058.SZ,20190827,20190630,彭爱云,副总经理,,17100
1207,000410.SZ,20190831,20190630,钟田丽,独立董事,,0
1208,000420.SZ,20190831,20190630,王剩勇,董事,,51742
1209,000058.SZ,20190827,20190630,李罗力,独立董事,,0
1210,000410.SZ,20190831,20190630,杨新伟,职工监事,,0
1211,000058.SZ,20190827,20190630,高建柏,董事,,0
1212,000058.SZ,20190827,20190630,汪冠丞,监事,,37105
1213,000090.SZ,20190829,20190630,张心亮,董事；财务总监,,0
1214,000090.SZ,20190829,20190630,王芳成,监事,,0
1215,000012.SZ,20190823,20190630,张宛东,原监事会主席,,0
1216,000090.SZ,20190829,20190630,周志明,职工代表监事,,0
1217,000425.SZ,20190831,20190630,张守航,监事,,277000
1218,000060.SZ,20190829,20190630,刘放来,独立董事,,0
1219,000428.SZ,20190827,20190630,侯跃,副董事长,,0
1220,000157.SZ,20190831,20190630,王永祥,助理总裁,,1400000
1221,000060.SZ,20190829,20190630,薛泽彬,董事局秘书,,0
1222,000428.SZ,20190827,20190630,张超,独立董事,,0
1223,000428.SZ,20190827,20190630,刘胜,副总经理；董事会秘书,,0
1224,000060.SZ,20190829,20190630,杨旭华,副总裁,,0
1225,000157.SZ,20190831,20190630,田兵,助理总裁,,1960000
1226,000428.SZ,20190827,20190630,赵晓强,独立董事,,0
1227,000157.SZ,20190831,20190630,孙昌军,副总裁,,3584825
1228,000428.SZ,20190827,20190630,唐尚,监事,,0
1229,000060.SZ,20190829,20190630,郑金华,副总裁；党委委员,,60000
1230,000157.SZ,20190831,20190630,付玲,副总裁,,3032397
1231,000157.SZ,20190831,20190630,郭学红,副总裁,,3821145
1232,000157.SZ,20190831,20190630,唐少芳,助理总裁,,1400000
1233,000060.SZ,20190829,20190630,李映照,独立董事,,0
1234,000060.SZ,20190829,20190630,梁铭,副总裁；党委委员,,45000
1235,000060.SZ,20190829,20190630,吴圣辉,董事；专职党委副书记；工会主席,,120000
1236,000060.SZ,20190829,20190630,丘旭明,原监事,,0
1237,000060.SZ,20190829,20190630,张谦,董事,,0
1238,000060.SZ,20190829,20190630,戚思胤,董事,,0
1239,000060.SZ,20190829,20190630,余中民,副总裁；党委委员,,285000
1240,000060.SZ,20190829,20190630,田志刚,职工监事,,0
1241,000060.SZ,20190829,20190630,储虎,副总裁；党委委员,,415826
1242,000078.SZ,20190827,20190630,张锋,董事局副主席,,1331093
1243,000034.SZ,20190831,20190630,辛昕,董事；财务总监,,0
1244,000410.SZ,20190831,20190630,赵彪,董事长,,0
1245,000061.SZ,20190828,20190630,江疆,董事会秘书,,0
1246,000488.SZ,20190816,20190630,韩亭德,董事,,0
1247,000488.SZ,20190816,20190630,王凤荣,原独立董事,,0
1248,000063.SZ,20190828,20190630,王俊峰,原监事,,0
1249,000488.SZ,20190816,20190630,李峰,副总经理,,906027
1250,000488.SZ,20190816,20190630,李栋,监事会主席,,75000
1251,000158.SZ,20190830,20190630,应华江,董事；总经理,,19354996
1252,000063.SZ,20190828,20190630,方榕,董事,,0
1253,000333.SZ,20190831,20190630,钟铮,财务总监,,201152
1254,000333.SZ,20190831,20190630,薛云奎,独立董事,,179914
1255,000488.SZ,20190816,20190630,黄磊,原独立董事,,0
1256,000100.SZ,20190813,20190630,吴晓晖,董事,,0
1257,000100.SZ,20190813,20190630,周国富,独立董事,,0
1258,000100.SZ,20190813,20190630,何卓辉,监事会主席,,0
1259,000100.SZ,20190813,20190630,毛天祥,职工监事,,0
1260,000026.SZ,20190815,20190630,陈卓,总会计师,,51000
1261,000062.SZ,20190828,20190630,王瑛,董事；董事会秘书,,508634
1262,000062.SZ,20190828,20190630,郑毅,董事；执行总经理,,508634
1263,000062.SZ,20190828,20190630,胡新安,董事长；总经理,,668489
1264,000062.SZ,20190828,20190630,刘红,副总经理,,435
1265,000063.SZ,20190828,20190630,李自学,董事长；代董事会秘书,,0
1266,000063.SZ,20190828,20190630,蔡曼莉,独立非执行董事,,0
1267,000063.SZ,20190828,20190630,张素芳,监事,,0
1268,000063.SZ,20190828,20190630,李步青,董事,,0
1269,000063.SZ,20190828,20190630,夏小悦,监事,,50927
1270,000063.SZ,20190828,20190630,王喜瑜,执行副总裁,,0
1271,000063.SZ,20190828,20190630,Yuming Bao(鲍毓明),独立非执行董事,,0
1272,000063.SZ,20190828,20190630,顾军营,董事；执行副总裁,,0
1273,000063.SZ,20190828,20190630,徐子阳,董事；总裁,,0
1274,000063.SZ,20190828,20190630,谢大雄,监事会主席,,495803
1275,000063.SZ,20190828,20190630,吴君栋,独立非执行董事,,0
1276,000063.SZ,20190828,20190630,李莹,执行副总裁；财务总监；代董事会秘书,,1800
1277,000498.SZ,20190827,20190630,黄磊,独立董事,,0
1278,000498.SZ,20190827,20190630,李丰收,独立董事,,0
1279,000498.SZ,20190827,20190630,张宏,独立董事,,0
1280,000050.SZ,20190821,20190630,朱军,董事；副董事长,,0
1281,000498.SZ,20190827,20190630,王林洲,副总经理,,0
1282,000498.SZ,20190827,20190630,管士广,副总经理；董事会秘书,,0
1283,000498.SZ,20190827,20190630,田军祯,副总经理,,0
1284,000498.SZ,20190827,20190630,王爱国,董事；总会计师,,0
1285,000498.SZ,20190827,20190630,陈杰,董事,,0
1286,000498.SZ,20190827,20190630,王振江,董事,,0
1287,000026.SZ,20190815,20190630,卢炳强,副总经理,,96311
1288,000498.SZ,20190827,20190630,王彦,原总经济师,,0
1289,000050.SZ,20190821,20190630,陈宏良,董事；董事长,,0
1290,000050.SZ,20190821,20190630,陈菡,独立董事,,0
1291,000050.SZ,20190821,20190630,王彬,总会计师,,0
1292,000050.SZ,20190821,20190630,屈桂锦,副总经理,,10800
1293,000050.SZ,20190821,20190630,陈泽桐,独立董事,,0
1294,000050.SZ,20190821,20190630,成为,副总经理,,7700
1295,000050.SZ,20190821,20190630,朱燕林,副总经理,,10000
1296,000498.SZ,20190827,20190630,张子鑫,职工监事,,0
1297,000050.SZ,20190821,20190630,刘伟,职工代表监事,,4800
1298,000050.SZ,20190821,20190630,孙永茂,董事；总经理,,10700
1299,000050.SZ,20190821,20190630,檀庄龙,监事,,0
1300,000498.SZ,20190827,20190630,周智勇,原监事,,40000
1301,000050.SZ,20190821,20190630,彭旭辉,副总经理,,7800
1302,000050.SZ,20190821,20190630,郑春阳,监事,,0
1303,000050.SZ,20190821,20190630,汪名川,董事,,0
1304,000026.SZ,20190815,20190630,潘波,副总经理,,50000
1305,000050.SZ,20190821,20190630,付德斌,董事,,0
1306,000026.SZ,20190815,20190630,王建新,独立董事,,0
1307,000050.SZ,20190821,20190630,王磊,副总经理,,7800
1308,000034.SZ,20190831,20190630,韩智敏,副总裁,,107058
1309,000050.SZ,20190821,20190630,陈冰峡,董事会秘书,,0
1310,000026.SZ,20190815,20190630,黄勇峰,董事长,,80000
1311,000498.SZ,20190827,20190630,张引,监事,,0
1312,000034.SZ,20190831,20190630,李岩,人力资源总监,,1884362
1313,000026.SZ,20190815,20190630,付德斌,董事,,0
1314,000026.SZ,20190815,20190630,陈立彬,董事；总经理,,80000
1315,000026.SZ,20190815,20190630,汪名川,董事,,0
1316,000498.SZ,20190827,20190630,周新波,董事长,,0
1317,000488.SZ,20190816,20190630,李伟先,总经理,,240200
1318,000026.SZ,20190815,20190630,唐小飞,独立董事,,0
1319,000498.SZ,20190827,20190630,张保同,董事；总经理,,0
1320,000063.SZ,20190828,20190630,尚晓峰,监事,,0
1321,000501.SZ,20190830,20190630,秦琴,董事；总经理,,0
1322,000034.SZ,20190831,20190630,张宏江,独立董事,,0
1323,000034.SZ,20190831,20190630,王继业,董事会秘书,,0
1324,000034.SZ,20190831,20190630,张赐安,原副总裁,,3230122
1325,000026.SZ,20190815,20190630,盛情,监事,,0
1326,000026.SZ,20190815,20190630,钟洪明,独立董事,,0
1327,000039.SZ,20190828,20190630,麦伯良,CEO；总裁,,593643
1328,000402.SZ,20190810,20190630,高靓,董事长,,282300
1329,000034.SZ,20190831,20190630,叶海强,副总裁,,3230122
1330,000404.SZ,20190810,20190630,周钰,监事,,0
1331,000034.SZ,20190831,20190630,张志强,原独立董事,,0
1332,000501.SZ,20190830,20190630,陈军,董事长；党委书记,,263852
1333,000034.SZ,20190831,20190630,张梅,监事会主席,,0
1334,000034.SZ,20190831,20190630,刘烨,职工监事,,0
1335,000404.SZ,20190810,20190630,张蕊,独立董事,,0
1336,000034.SZ,20190831,20190630,周立达,副总裁,,3230122
1337,000402.SZ,20190810,20190630,杨扬,副董事长,,0
1338,000034.SZ,20190831,20190630,汤凯,技术总监,,0
1339,000501.SZ,20190830,20190630,朱曦,董事,,130650
1340,000034.SZ,20190831,20190630,陈振坤,运营总监,,0
1341,000034.SZ,20190831,20190630,韩玉华,原运营总监,,1884362
1342,000070.SZ,20190823,20190630,罗伯均,监事会主席,,0
1343,000402.SZ,20190810,20190630,赵泽辉,原董事,,18000
1344,000402.SZ,20190810,20190630,杨轩,原副总经理,,219320
1345,000402.SZ,20190810,20190630,赵鹏,副董事长,,12000
1346,000402.SZ,20190810,20190630,吕洪斌,董事；总经理,,53000
1347,000402.SZ,20190810,20190630,古红梅,董事,,0
1348,000402.SZ,20190810,20190630,张梅华,财务总监,,172000
1349,000501.SZ,20190830,20190630,艾璇,监事,,0
1350,000501.SZ,20190830,20190630,押志高,董事,,0
1351,000501.SZ,20190830,20190630,张宇燕,监事,,18553
1352,000501.SZ,20190830,20190630,杨廷界,监事,,0
1353,000402.SZ,20190810,20190630,张晓鹏,副总经理；董事会秘书,,228414
1354,000402.SZ,20190810,20190630,王志刚,副总经理,,169694
1355,000501.SZ,20190830,20190630,喻景忠,独立董事,,0
1356,000402.SZ,20190810,20190630,栗谦,监事会主席,,239322
1357,000502.SZ,20190828,20190630,朱颖梅,财务总监,,2200
1358,000404.SZ,20190810,20190630,朱金松,董事；总经理,,1208150
1359,000404.SZ,20190810,20190630,寇化梦,董事,,0
1360,000026.SZ,20190815,20190630,方嘉盛,监事,,0
1361,000404.SZ,20190810,20190630,余万春,总会计师,,0
1362,000061.SZ,20190828,20190630,陈穗生,董事,,0
1363,000488.SZ,20190816,20190630,邱兰菊,职工监事,,0
1364,000488.SZ,20190816,20190630,袁西坤,董事会秘书,,44700
1365,000061.SZ,20190828,20190630,梅月欣,独立董事,,0
1366,000061.SZ,20190828,20190630,林映文,职工监事,,0
1367,000061.SZ,20190828,20190630,廖红丽,监事,,0
1368,000030.SZ,20190828,20190630,甘先国,总经理,,1403413
1369,000030.SZ,20190828,20190630,王晓平,副总经理；董事会秘书,,940843
1370,000061.SZ,20190828,20190630,黄明,董事；总裁,,0
1371,000070.SZ,20190823,20190630,李明俊,董事,,0
1372,000070.SZ,20190823,20190630,黄红,副总经理,,0
1373,000070.SZ,20190823,20190630,吴锐楷,监事,,0
1374,000100.SZ,20190813,20190630,邱海燕,监事,,0
1375,000070.SZ,20190823,20190630,张大军,副总经理；董事会秘书,,18180
1376,000026.SZ,20190815,20190630,刘晓明,副总经理,,50000
1377,000070.SZ,20190823,20190630,蒋勤俭,董事长,,60295
1378,000034.SZ,20190831,20190630,郭为,董事长；总裁,,154777803
1379,000061.SZ,20190828,20190630,张志勇,独立董事,,0
1380,000070.SZ,20190823,20190630,罗涛,党委副书记,,27000
1381,000100.SZ,20190813,20190630,刘薰词,独立董事,,0
1382,000070.SZ,20190823,20190630,杨洪宇,董事；总经理,,120000
1383,000402.SZ,20190810,20190630,牛俊杰,独立董事,,0
1384,000012.SZ,20190823,20190630,杨昕宇,董事会秘书,,2028831
1385,000012.SZ,20190823,20190630,何进,副总裁,,1570800
1386,000078.SZ,20190827,20190630,张思民,董事局主席,,3401733
1387,000410.SZ,20190831,20190630,徐仲,总裁；董事,,0
1388,000056.SZ,20190827,20190630,刘海波,董事,,0
1389,000410.SZ,20190831,20190630,鲁忠,监事,,0
1390,000078.SZ,20190827,20190630,詹伟哉,独立董事,,0
1391,000012.SZ,20190823,20190630,朱桂龙,独立董事,,0
1392,000410.SZ,20190831,20190630,徐宝军,职工监事,,0
1393,000410.SZ,20190831,20190630,李双山,副总裁,,0
1394,000410.SZ,20190831,20190630,栗皎,监事,,0
1395,000410.SZ,20190831,20190630,张天右,董事会秘书,,0
1396,000056.SZ,20190827,20190630,李亚莉,董事；财务总监,,509400
1397,000410.SZ,20190831,20190630,刘晓春,原OEM管理总监,,0
1398,000420.SZ,20190831,20190630,郑桂云,监事,,20000
1399,000012.SZ,20190823,20190630,李卫南,原副总裁,,1595757
1400,000056.SZ,20190827,20190630,刘玉英,监事,,0
1401,000410.SZ,20190831,20190630,周霞,副总裁；财务总监,,2000
1402,000012.SZ,20190823,20190630,詹伟哉,独立董事,,0
1403,000410.SZ,20190831,20190630,赵立志,工程建设总指挥,,0
1404,000012.SZ,20190823,20190630,王健,党委书记；副董事长；首席执行官,,1771000
1405,000012.SZ,20190823,20190630,陈琳,董事长,,2840365
1406,000012.SZ,20190823,20190630,高长昆,职工监事,,0
1407,000012.SZ,20190823,20190630,李江华,监事会主席；职工监事,,0
1408,000012.SZ,20190823,20190630,李翠旭,原副总裁,,616000
1409,000058.SZ,20190827,20190630,边永,副总经理,,0
1410,000012.SZ,20190823,20190630,李新军,监事,,0
1411,000420.SZ,20190831,20190630,魏全东,副经理,,30000
1412,000058.SZ,20190827,20190630,宋萍萍,独立董事,,0
1413,000007.SZ,20190831,20190630,卢剑波,原独立董事,,0
1414,000007.SZ,20190831,20190630,胡开梁,原独立董事,,0
1415,000007.SZ,20190831,20190630,智德宇,原总经理,,0
1416,000007.SZ,20190831,20190630,黄立海,董事长,,0
1417,000007.SZ,20190831,20190630,韩学渊,董事,,0
1418,000007.SZ,20190831,20190630,吴日松,董事,,0
1419,000007.SZ,20190831,20190630,徐栋,独立董事,,0
1420,000007.SZ,20190831,20190630,范起超,独立董事,,0
1421,000007.SZ,20190831,20190630,周原,总经理,,0
1422,000007.SZ,20190831,20190630,杨莎娜,财务总监,,0
1423,000007.SZ,20190831,20190630,陈伟彬,董事会秘书,,0
1424,000007.SZ,20190831,20190630,孙华,监事长,,0
1425,000007.SZ,20190831,20190630,马斌,监事,,0
1426,000007.SZ,20190831,20190630,李代宏,监事,,0
1427,000007.SZ,20190831,20190630,袁坚,原董事长,,0
1428,000007.SZ,20190831,20190630,贾鹏,原董事,,3000
1429,000007.SZ,20190831,20190630,刘原,原董事,,0
1430,000007.SZ,20190831,20190630,陈佳,原董事,,0
1431,000420.SZ,20190831,20190630,杜晓敏,董事；财务负责人,,30000
1432,000420.SZ,20190831,20190630,年志远,独立董事,,0
1433,000420.SZ,20190831,20190630,刘彦文,独立董事,,0
1434,000420.SZ,20190831,20190630,宋德武,董事长,,48000
1435,000078.SZ,20190827,20190630,刘来平,独立董事,,0
1436,000090.SZ,20190829,20190630,龚克,职工代表监事,,0
1437,000420.SZ,20190831,20190630,李金泉,独立董事,,0
1438,000020.SZ,20190827,20190630,李中秋,董事长；总经理,,2830000
1439,000090.SZ,20190829,20190630,俞浩,监事,,0
1440,000090.SZ,20190829,20190630,何云武,副总裁,,0
1441,000090.SZ,20190829,20190630,王培先,监事会主席；纪委书记,,0
1442,000090.SZ,20190829,20190630,江建,总工程师,,14820
1443,000090.SZ,20190829,20190630,潘同文,独立董事,,0
1444,000090.SZ,20190829,20190630,尹剑辉,副总裁,,0
1445,000410.SZ,20190831,20190630,张黎明,独立董事,,0
1446,000090.SZ,20190829,20190630,徐燕松,独立董事,,0
1447,000090.SZ,20190829,20190630,陈强,副总裁,,0
1448,000058.SZ,20190827,20190630,薄洪锡,原副总经理,,5000
1449,000078.SZ,20190827,20190630,谷杨,独立董事,,0
1450,000428.SZ,20190827,20190630,李征兵,董事,,46200
1451,000428.SZ,20190827,20190630,郭敏,监事会主席,,9200
1452,000428.SZ,20190827,20190630,许长龙,独立董事,,0
1453,000428.SZ,20190827,20190630,周志宏,独立董事,,0
1454,000428.SZ,20190827,20190630,蒋利亚,董事长,,0
1455,000428.SZ,20190827,20190630,向军,董事,,0
1456,000428.SZ,20190827,20190630,凌洁,监事,,0
1457,000428.SZ,20190827,20190630,邓永平,副总经理,,0
1458,000428.SZ,20190827,20190630,陈爱文,独立董事,,0
1459,000157.SZ,20190831,20190630,杜毅刚,副总裁,,3235142
1460,000008.SZ,20190829,20190630,王志刚,董事会秘书,,137660
1461,000008.SZ,20190829,20190630,王守俊,副总经理；财务总监,,137660
1462,000008.SZ,20190829,20190630,钟岩,总经理,,468044
1463,000008.SZ,20190829,20190630,王志全,董事长,,153190850
1464,000428.SZ,20190827,20190630,邓泉清,监事,,0
1465,000428.SZ,20190827,20190630,任晓波,常务副总经理,,0
1466,000428.SZ,20190827,20190630,丁伟民,副总经理,,0
1467,000157.SZ,20190831,20190630,申柯,投资总监,,5244644
1468,000060.SZ,20190829,20190630,彭玲,原副总裁；原党委委员,,550769
1469,000060.SZ,20190829,20190630,姚曙,原董事；原常务副总裁；原党委委员,,90000
1470,000060.SZ,20190829,20190630,彭卓卓,监事会主席；纪委书记；党委委员,,0
