,ts_code,exchange,chairman,manager,secretary,reg_capital,setup_date,province,city,website,email,employees
502,000019.SZ,SZSE,祝俊明,胡翔海,杜建国,115253.5254,19810730,广东,深圳市,www.slkg1949.com,szch@slkg1949.com;dujg@slkg1949.com;chenky@slkg1949.com;liumy@slkg1949.com,1096
503,300650.SZ,SZSE,庄占龙,庄占龙,苏芳,10735.16,20070911,福建,漳州市,www.tecnon.net,ir@tecnon.net,902
504,002045.SZ,SZSE,何伟成,何伟成,张金辉,46838.3913,19951208,广东,广州市,www.ggec.com.cn,guoguang@ggec.com.cn;jinh_zhang@ggec.com;ir@ggec.com.cn,3480
505,002145.SZ,SZSE,朱树人,李玉峰,邱北,159124.5576,20010223,甘肃,嘉峪关市,www.sinotio2.com,sz002145@sinotio2.com;qiubei@sinotio2.com,2307
506,300444.SZ,SZSE,赵志宏,袁学恩,李涛,58572.0642,20021213,北京,北京市,www.sojoline.com,sojo@sojoline.com;zqb@sojoline.com,1703
507,000035.SZ,SZSE,严圣军,曹德标,程健,252377.7297,19841231,江苏,南通市,www.ctyi.com.cn,tyhb@ctyi.com.cn;cj@ctyi.com.cn;cy@ctyi.com.cn,8631
508,000036.SZ,SZSE,丁跃,李云,孔庆富,148393.4025,19890911,广东,深圳市,www.udcgroup.com,hlkg000036@udcgroup.com;kongqf@udcgroup.com;shenh@udcgroup.com,835
509,000037.SZ,SZSE,李新威,陈玉辉,张杰,60276.2596,19900406,广东,深圳市,www.nsrd.com.cn,public@nspower.com.cn;investor@nspower.com.cn,520
510,000038.SZ,SZSE,史利军,史利军,邢美敏,52277.7419,19870624,广东,深圳市,www.chinadatong.com,datongstock@163.com,246
511,000039.SZ,SZSE,王宏,麦伯良,于玉群,358599.9402,19800114,广东,深圳市,www.cimc.com,shareholder@cimc.com,51253
512,300743.SZ,SZSE,韩琼,韩琼,张群华,9815.7,20020427,浙江,杭州市,www.todaytec.com.cn,securities@todaytec.com.cn,532
513,002896.SZ,SZSE,岑国建,宋小明,伍旭君,8000,20060828,浙江,宁波市,www.zd-motor.com,china@zd-motor.com,1481
514,000875.SZ,SZSE,高平,高平,赵民,214631.398,19971120,吉林,长春市,www.spicjl.com,jdgf@spic.com.cn;zhaomin@spic.com.cn;shilan@spic.com.cn,3347
515,002099.SZ,SZSE,杨思卫,杨思卫,许华青,161871.5253,19980507,浙江,台州市,www.hisoar.com,stock@hisoar.com,3294
516,002100.SZ,SZSE,杨焰,成辉,郭运江,106570.9511,20001228,新疆,乌鲁木齐市,www.tcsw.com.cn,tcsw@tcsw.com.cn;xj_gyj@163.com,2744
517,300080.SZ,SZSE,陈文来,周志民,常兴华,202406.1798,19971104,河南,开封市,www.ycne.com.cn,zqb@ycne.com.cn,2398
518,002101.SZ,SZSE,黎柏其,徐飞跃,莫劲刚,53236.3366,20001222,广东,肇庆市,www.ght-china.com,mjg@ght-china.com;tml@ght-china.com,9005
519,300414.SZ,SZSE,王雪颖,王雪颖,周辉,32473.3466,20040218,四川,成都市,www.zhongguang.com,zhouhui@zhongguang.com;IR@zhongguang.com,707
520,002200.SZ,SZSE,张清,申毅,谭仁力,18413.289,20010807,云南,昆明市,www.yt-eco.com,trl777@163.com;ytst002200@vip.163.com;tanrl@yt-eco.com,381
521,002073.SZ,SZSE,何宁,官炳政,鲁丽娜,93398.6674,20001231,山东,青岛市,www.mesnac.com,info@mesnac.com;luln@mesnac.com;sunzh@mesnac.com,2609
522,002154.SZ,SZSE,吴志泽,吴志泽,谢海静,121761.1874,20010620,浙江,温州市,www.bxn.com\www.baoxiniao.com.cn,stock@baoxiniao.com,8027
523,002086.SZ,SZSE,车轼,车轼,朱开星,75635,20011219,山东,烟台市,www.dfhy.cc,zhukaixing99@163.com;sddfhy@126.com;dfhy@dfhy.cc,1398
524,002119.SZ,SZSE,郑康定,郑康良,杜云丽,37528.4,19920629,浙江,宁波市,www.kangqiang.com,board@kangqiang.com,981
525,000020.SZ,SZSE,李中秋,李中秋,牛卓,28316.1227,19811208,广东,深圳市,www.hwafa.com.cn,hwafainvestor@126.com.cn,1016
526,000021.SZ,SZSE,周剑,郑国荣,李丽杰,147125.9363,19850704,广东,深圳市,www.kaifa.cn,stock@kaifa.cn,21974
527,001872.SZ,SZSE,白景涛,张翼,黄传京,192236.5124,19900719,广东,深圳市,www.cmp1872.com,cwh@cndi.com;Cmpir@cmhk.com,9568
528,000023.SZ,SZSE,林宏润,林宏润,刘耿豪,13875.624,19841116,广东,深圳市,www.sztiandi.com,std000023@vip.163.com,1088
529,000024.SZ,SZSE,孙承铭,许永军,刘宁,257595.0754,19900919,广东,深圳市,www.cmpd.cn,cmpdir@cmhk.com,16720
530,000025.SZ,SZSE,富春龙,吕航,祁鹏,43105.832,19861110,广东,深圳市,www.tellus.cn,sunbl@tellus.cn;ir@tellus.cn,337
531,300710.SZ,SZSE,许泉海,许泉海,郑静,6861.4,20010513,浙江,杭州市,www.prevail-catv.com,prevail@prevail-catv.com;yaozhenyuan@prevail-catv.com,583
532,002966.SZ,SZSE,王兰凤,赵琨,李伟,333333.3334,20041224,江苏,苏州市,www.suzhoubank.com,dongban@suzhoubank.com,3565
533,002327.SZ,SZSE,林国芳,林国芳,龚芸,85006.7251,19940811,广东,深圳市,www.fuanna.com.cn,fuanna@fuanna.com.cn;fuanna99@fuanna.com.cn;gongyun@fuanna.com.cn,5671
534,002191.SZ,SZSE,乔鲁予,侯旭东,李晓华,146487.045,19961014,广东,深圳市,www.jinjia.com,jjcp@jinjia.com,4404
535,002060.SZ,SZSE,谢彦辉,卢大鹏,林广喜,120226.2058,20011227,广东,广州市,www.gdsdej.com,ysd002060@vip.163.com;lgxi-0731@163.com,4047
536,300477.SZ,SZSE,刘泽刚,韦强,张舒,83297.5698,19970415,北京,北京市,www.hezong-tech.com,chendexiang@chinahezong.com;zhangshu@chinahezong.com;wangping@chinahezong.com,1605
537,002190.SZ,SZSE,石晓卿,黄绍浒,程雁,35872.9343,20001206,四川,成都市,www.cac-citc.com.cn,stock@cac-citc.cn,3245
538,000004.SZ,SZSE,黄翔,黄翔,徐文苏,16505.2625,19860505,广东,深圳市,www.sz000004.cn,gnkjsz@163.com;jyz6187@qq.com;xuliruan@hotmail.com,210
539,000005.SZ,SZSE,丁芃,郑列列,罗晓春,105853.6842,19890508,广东,深圳市,www.fountain.com.cn,fountain@sfc.com.cn;xiaochun@sfc.com.cn,745
540,000006.SZ,SZSE,赵宏伟,朱新宏,杜汛,134999.5046,19890525,广东,深圳市,www.zhenye.com,szzygp@126.com,377
541,000007.SZ,SZSE,陆波,陆波,陈伟彬,34644.8044,19830311,广东,深圳市,www.sz000007.com,stock0007@126.com;867904718@qq.com;sz000007@126.com,84
542,000008.SZ,SZSE,王志全,钟岩,王志刚,278079.5346,19891011,北京,北京市,www.shenzhou-gaotie.com,houxiaojing@vip.163.com;dongmi@shenzhou-gaotie.com,2631
543,300643.SZ,SZSE,张健儿,张健儿,李滨,20000,19931225,浙江,杭州市,www.hamaton.com.cn,wtzk@hamaton.com.cn;lb@hamaton.com.cn;dmg@hamaton.com.cn,456
544,002900.SZ,SZSE,秦剑飞,秦剑飞,赵庆福,31660.005,19960621,黑龙江,哈尔滨市,www.medisan.com.cn,medisan1996@126.com,1696
545,002041.SZ,SZSE,王龙祥,颜理想,原绍刚,88000,20001208,山东,烟台市,www.sddhzy.com,denghai@sddhzy.com;dmb@sddhzy.com,884
546,300150.SZ,SZSE,牛俊杰,牛俊杰,朱江滨,58510.6053,19990503,北京,北京市,www.c-real.com.cn,ireal@c-real.com.cn,897
547,002112.SZ,SZSE,谢伟世,俞尚群,谢伟世,20160,20011229,浙江,台州市,www.sanbian.cn,sbkj002112@163.com,716
548,002037.SZ,SZSE,安胜杰,魏彦,王丽春,48762.5309,20020718,贵州,贵阳市,www.gzjiulian.com,wlc-jl-6751504@163.com;jiulianfz@163.com,8271
549,300681.SZ,SZSE,姜桂宾,姜桂宾,邓柳明,7560,20050114,广东,珠海市,www.in-powercar.com,enpower@vip.163.com,963
550,002653.SZ,SZSE,王俊民,范秀莲,王萌,108430,20050826,西藏,山南市,www.haisco.com,wangm@haisco.com;haisco@haisco.com;gy@haisco.com,2211
551,002948.SZ,SZSE,郭少泉,王麟,吕岚,450969,19961115,山东,青岛市,www.qdccb.com,ir@qdbankchina.com,3794
552,002594.SZ,SZSE,王传福,王传福,李黔,272814.2855,19950210,广东,深圳市,www.byd.com,db@byd.com;wang.haijin@byd.com,220152
553,002046.SZ,SZSE,朱峰,陈锋,赵祥功,52434.9078,20011209,河南,洛阳市,www.zys.com.cn,stock@zys.com.cn,1759
554,300803.SZ,SZSE,陈宽余,陈宽余,孙鸣,40499.9999,20010428,北京,北京市,www.compass.cn,compass@mail.compass.com.cn,1238
555,300179.SZ,SZSE,方海江,方海江,刘海兵,49553.5459,19970305,河南,郑州市,www.sf-diamond.com,sr@sf-diamond.com,503
556,000026.SZ,SZSE,黄勇峰,陈立彬,潘波,44296.8881,19900330,广东,深圳市,www.fiytagroup.com,investor@fiyta.com.cn,5162
557,000027.SZ,SZSE,熊佩锦,李英峰,邵崇,396449.1597,19930821,广东,深圳市,www.sec.com.cn,ir@sec.com.cn,6649
558,000028.SZ,SZSE,林兆雄,林兆雄,陈常兵,42812.6983,19860802,广东,深圳市,www.szaccord.com.cn,gyyz0028@sinopharm.com;gyyzinvestor@sinopharm.com,24821
559,000029.SZ,SZSE,刘征宇,陈茂政,唐小平,101166,19860719,广东,深圳市,www.sfjt.com.cn,spg@163.net;tangxiaoping0086@126.com,1954
560,002338.SZ,SZSE,贾平,高劲松,高劲松,24000,20010626,吉林,长春市,www.up-china.com,up@up-china.com;zhoujianup@163.com,1200
561,300026.SZ,SZSE,姚小青,郑丹,蓝武军,300570.4837,20000930,天津,天津市,www.chasesun.cn,shangxm_420@sina.com;admin@chasesun.cn;lanwujun@chasesun.cn,5487
562,002116.SZ,SZSE,徐大同,张建新,林琳,41762.8938,19930217,上海,上海市,www.haisum.com,haisum@haisum.com,4784
563,002331.SZ,SZSE,周发展,廖凯,潘大圣,41207.2469,19990512,安徽,合肥市,www.wantong-tech.net,dspan@wantong-tech.net,1416
564,002083.SZ,SZSE,孙日贵,吴明凤,张萌,90800.0005,19990811,山东,潍坊市,www.sunvim.com,furigufen@126.com,15840
565,300091.SZ,SZSE,季伟,季伟,陈树军,123026.4538,19930409,江苏,南通市,www.jtlfans.com,dsh@jtlfans.com,1170
566,002038.SZ,SZSE,徐明波,徐明波,梁淑洁,102735,19941224,北京,北京市,www.slpharm.com.cn,slpharm@slpharm.com.cn;lsj@slpharm.com.cn;zhaoxia@slpharm.com.cn,657
567,002074.SZ,SZSE,李缜,李缜,王成奎,113665.0819,19950123,江苏,南通市,www.gotion.com.cn,xuguohong@gotion.com.cn;wangchengkui@gotion.com.cn,7258
568,002062.SZ,SZSE,郑宏舫,李剑彤,吴谷华,110250,19941229,浙江,宁波市,www.chinahongrun.com,wuguhua@chinahongrun.com;hrir@chinahongrun.com;chenjie@chinahongrun.com,2157
569,000009.SZ,SZSE,陈政立,陈政立,郭山清,257921.3965,19901008,广东,深圳市,www.chinabaoan.com,zgbajt@163.net,13620
570,000010.SZ,SZSE,陈飞霖,周成斌,金小刚,81985.4713,19890109,广东,深圳市,www.eco-beauty.cn,IR@eco-beauty.cn,545
571,000011.SZ,SZSE,刘声向,王航军,范维平,59597.9092,19830117,广东,深圳市,www.szwuye.com.cn,000011touzizhe@szwuye.com.cn;000011touzizhe@163.com,5504
572,000012.SZ,SZSE,陈琳,王健,杨昕宇,310819.6163,19840910,广东,深圳市,www.csgholding.com,securities@csgholding.com,10800
573,000013.SZ,SZSE,厉怒江,阮克竖,刘渝敏,30335.4979,19880920,广东,深圳市,,spec@sina.com,197
574,000014.SZ,SZSE,陈勇,温毅,王凡,20170.5187,19870727,广东,深圳市,www.shahe.cn,wf000014@163.com;wangyanling88@126.com,148
575,000015.SZ,SZSE,宿南南,马骧,宿南南,159876.1067,19880408,广东,深圳市,,jiangxiaoan@szzhgroup.com,322
576,002088.SZ,SZSE,鹿成滨,鹿超,张振明,36170.2033,19921014,山东,淄博市,www.luyang.com,luyang@luyang.com;sdlyzqb@luyang.com;zhangzhenming@luyang.com,2461
577,002332.SZ,SZSE,张宇松,张宇松,张王伟,91621.2166,20000626,浙江,台州市,www.xjpharma.com,xy@xjpharma.com;dmb@xjpharma.com,3828
578,002450.SZ,SZSE,冯文书,冯文书,纪福星,354090.0282,20010821,江苏,苏州市,www.kangdexin.com,kdx@kdxfilm.com,3717
579,002350.SZ,SZSE,张新育,申威,郭文亮,49306.6161,19930717,北京,北京市,www.creat-da.com.cn,IR@creat-da.com.cn,2071
580,002056.SZ,SZSE,何时金,任海亮,吴雪萍,164360,19990330,浙江,金华市,www.chinadmegc.com,wxp@dmegc.com.cn;liying@dmegc.com.cn;gfgs@dmegc.com.cn;wangjing@dmegc.com.cn,15055
581,002172.SZ,SZSE,沈学如,沈学如,季超,77648.1362,20011022,江苏,苏州市,www.ayjk.cn,aykj@aoyang.com;guozh@aoyang.com;jichao10000@sina.com,5040
582,002047.SZ,SZSE,古少波,古少波,古少波,134129.6921,19930430,广东,深圳市,www.szby.cn,zq@szby.cn,2089
583,300445.SZ,SZSE,姜维利,何欣,刘楠楠,16392.432,20040920,北京,北京市,www.constgroup.com,zqb@constgroup.com,301
584,002040.SZ,SZSE,熊俊,向平原,陈明,48396.68,20010921,江苏,南京市,www.nj-port.com,gfgs@nj-port.com,1132
585,000623.SZ,SZSE,李秀林,郭淑芹,王振宇,116303.2942,19930320,吉林,延边朝鲜族自治州,www.jlaod.com,000623@jlaod.com,3803
586,000625.SZ,SZSE,张宝林,朱华荣,黎军,480264.8511,19961031,重庆,重庆市,www.changan.com.cn,cazqc@changan.com.cn,36029
587,000626.SZ,SZSE,金波,金波,张勉,54287.4902,19940627,江苏,连云港市,www.grand-holding.cn,ydkg@grand-holding.cn;ruyidongmi@ideal-group.com.cn,560
588,000627.SZ,SZSE,刘益谦,肖云华,龙飞,494062.9165,19931118,湖北,荆门市,www.biocause.com,tmjt@biocause.net;limenglian@biocause.net,3515
589,000628.SZ,SZSE,任正,黄悦,杨砚琪,31148,19921101,四川,成都市,www.cdgxfz.com,cdgxfz000628@163.com;yyq-gxfz@sohu.com;zhjgxfz@163.com,897
590,000629.SZ,SZSE,段向东,,罗玉惠,858974.6202,19930327,四川,攀枝花市,www.pgvt.cn,psv@pzhsteel.com.cn,3391
591,000636.SZ,SZSE,王广军,王金全,陈绪运,89523.3111,19940323,广东,肇庆市,www.fenghua-advanced.com,000636@china-fenghua.com,6727
592,000637.SZ,SZSE,范洪岩,曹光明,袁国强,51987.5356,19881004,广东,茂名市,www.mhsh0637.com.cn,mhsh000637@163.net;619270751@qq.com,622
593,000638.SZ,SZSE,张晖,章寒晖,郭子斌,30940,19961120,吉林,白山市,www.vanfund.cn,vanfund@vanfund.cn;gzb@vanfund.com.cn;dfd@vanfund.com.cn,390
594,000639.SZ,SZSE,王辉,王辉,王超,107942.8095,20110131,山东,滨州市,www.xwsp.cc,wangchao@xiwang.com.cn;xiwangfoodstuffs@xiwang.com.cn;wangyake@xiwang.com.cn,2107
595,000650.SZ,SZSE,梅强,张威,姜锋,123834.0076,19961204,江西,南昌市,www.renheyaoye.com,rh000650@126.com,7362
596,000058.SZ,SZSE,张良,韩兴凯,彭爱云,123565.6249,19960716,广东,深圳市,www.segcl.com.cn,segcl@segcl.com.cn;pengay@segcl.com.cn;shigy@segcl.com.cn,2411
597,000059.SZ,SZSE,任勇强,任勇强,孙世界,159944.2537,19970123,辽宁,盘锦市,www.huajinchem.com,xlj2000127@163.com;huajincorp@163.com,8298
598,000060.SZ,SZSE,余刚,张木毅,薛泽彬,356968.5327,19840901,广东,深圳市,www.nonfemet.com,dsh@nonfemet.com.cn;zjln@nonfemet.com.cn,9855
599,000061.SZ,SZSE,何建锋,黄明,江疆,169696.4131,19890114,广东,深圳市,www.szap.com,ir@szap.com,4824
600,000526.SZ,SZSE,吴胜武,,刁月霞,9619.5107,19920702,福建,厦门市,,zg000526@163.com,14392
601,000527.SZ,SZSE,方洪波,方洪波,江鹏,338434.765,19920330,广东,佛山市,www.midea.com,IR@midea.com,67521
602,000528.SZ,SZSE,曾光安,黄海波,黄华琳,147592.1376,19931108,广西,柳州市,www.liugong.com,stock@liugong.com,9807
603,000529.SZ,SZSE,蔡飚,陈子召,苏东明,58379.033,19851105,广东,广州市,www.ghkg000529.com,sdm@ghkg000529.com;lrm@ghkg000529.com;ghkg@ghkg000529.com,1749
604,000530.SZ,SZSE,纪志坚,丁杰,宋文宝,84321.2507,19931218,辽宁,大连市,www.daleng.cn,000530@bingshan.com;duyu@bingshan.com,1674
605,000723.SZ,SZSE,姚锦龙,姚俊卿,朱庆华,409926.3052,19970108,山西,太原市,www.mjenergy.cn,mjenergy@mjenergy.cn,6906
606,000727.SZ,SZSE,周贵祥,徐国忠,吴毓臻,452956.698,19930108,江苏,南京市,www.huadongtech.com,zqb@huadongtech.com;wyz@huadongtech.com;xx@huadongtech.com,6394
607,000728.SZ,SZSE,俞仕新,陈新,刘锦峰,336544.7047,19970606,安徽,合肥市,www.gyzq.com.cn,dshbgs@gyzq.com.cn;ljf2100@gyzq.com.cn;yanglu@gyzq.com.cn,3452
608,000722.SZ,SZSE,谭建华,刘健,苏千里,46415.8282,19930812,湖南,长沙市,www.hnfzgf.com,hnfz@hnfzgf.com;sql@hnfzgf.com,663
609,000729.SZ,SZSE,赵晓东,赵晓东,徐月香,281853.9341,19970708,北京,北京市,www.yanjing.com.cn,yj000729@126.com;securities@yanjing.com.cn;yanjing@public.bta.net.cn,32447
610,000730.SZ,SZSE,周洲,周洲,傅晋豫,34583.2567,19930518,辽宁,沈阳市,www.tico.cn,investor@tico.cn,538
611,000823.SZ,SZSE,许统广,莫翊斌,陈东屏,53696.6,19970905,广东,汕头市,www.gd-goworld.com,csdz@gd-goworld.com,6811
612,000825.SZ,SZSE,高建兵,李华,高建兵,569624.7796,19980611,山西,太原市,tgbx.tisco.com.cn,tgbx@tisco.com.cn,19468
613,000826.SZ,SZSE,文辉,李星文,张维娅,143057.8784,19931011,湖北,宜昌市,www.tus-est.com,000826@tus-est.com,89660
614,000827.SZ,SZSE,柴永元,乔少辉,姜正民,6673.92,19941125,辽宁,大连市,,dlchangxing@sohu.com,559
615,000828.SZ,SZSE,张庆文,萧瑞兴,李雪军,103951.6992,19971216,广东,东莞市,www.dgholdings.cn,dgkg@dgholdings.cn;lxj@dgholdings.cn;zxm@dgholdings.cn,870
616,000062.SZ,SZSE,胡新安,胡新安,王瑛,104590.9322,19940119,广东,深圳市,www.szhq000062.com,wying@szhq.com;szhqsygf@szhq.com;hhui@szhq.com;lmqun@szhq.com,1905
617,000063.SZ,SZSE,李自学,徐子阳,丁建中,460912.8994,19971111,广东,深圳市,www.zte.com.cn,IR@zte.com.cn,68240
618,000065.SZ,SZSE,原军,原军,杜晓东,76950.541,19860405,北京,北京市,www.norinco-intl.com,bfgj@norinco-intl.com,1921
619,000066.SZ,SZSE,宋黎定,徐刚,郭镇,292818.2053,19970619,广东,深圳市,www.greatwall.cn,stock@greatwall.com.cn,13846
620,000531.SZ,SZSE,钟英华,朱晓文,张晖,68508.282,19921130,广东,广州市,www.hengyun.com.cn,hengyun@hengyun.com.cn;zhanghui@hengyun.com.cn;ltq698@163.com,1231
621,000532.SZ,SZSE,李光宁,郭瑾,高小军,34470.834,19921028,广东,珠海市,www.huajinct.com,info@huajinct.com;gaoxiaojun@huajinct.com;liangjiaqing@huajinct.com,635
622,000533.SZ,SZSE,黄志雄,黄志雄,吴鹏,69081.6,19921028,广东,佛山市,www.shunna.com.cn,macro@macro.com.cn;495334541@qq.com;wu_p188@163.com;000533@gdwanjiale.com,1325
623,000534.SZ,SZSE,黄振光,毕天晓,蔡勇峰,49178.5096,19921104,广东,汕头市,www.wedgeind.com,wzgf0534@163.com,324
624,000535.SZ,SZSE,赵炳胜,王旭,王媛媛,85272.4802,19931118,辽宁,本溪市,,wyy1207@163.com,152
625,000536.SZ,SZSE,林俊,胡建容,陆辉,276603.2803,19950525,福建,福州市,www.cpttg.com,gw@cpttg.com,5028
626,000731.SZ,SZSE,王勇,王勇,王东,59148.4352,19970609,四川,遂宁市,www.scmeif.com,mf731@tom.com;mfzqb@163.com;lushuanglion@vip.163.com,2387
627,000732.SZ,SZSE,黄其森,黄其森,黄其森,248890.144,19921229,福建,三明市,www.tahoecn.com,investors@tahoecn.com;thaihot@tahoecn.com,11207
628,000733.SZ,SZSE,杨林,肖立书,齐靖,51480.5618,19970626,贵州,贵阳市,www.czst.com.cn,zhkj9@mail.guz.cei.gov.cn;qijing@czelec.com.cn;yangyf@czelec.com.cn,7909
629,000735.SZ,SZSE,徐自力,钟金雄,张慧,115151.3578,19871219,海南,海口市,www.luoniushan.com,lns@luoniushan.com;zhanghui@luoniushan.com;wanghailing@luoniushan.com,2232
630,000736.SZ,SZSE,李永前,李永前,田玉利,53494.8992,19930203,重庆,重庆市,www.cccgrealestate.com,zfdc000736@163.com,929
631,000651.SZ,SZSE,董明珠,董明珠,望靖东,601573.0878,19891213,广东,珠海市,www.gree.com.cn,gree@gree.com.cn;gree0651@cn.gree.com,88800
632,000652.SZ,SZSE,胡军,胡军,胡军,147557.3852,19810820,天津,天津市,www.tedastock.com,dm@tedastock.com,1244
633,000653.SZ,SZSE,蔡适期,郑建顺,曹利强,29671.14,19961120,福建,厦门市,www.jzgroup.com.cn,sf00511@aatig.cn,1349
634,000655.SZ,SZSE,刘远清,孙瑞斋,邱卫东,59534.023,19960928,山东,淄博市,www.sdjlky.com,sz000655@163.com,2792
635,000656.SZ,SZSE,蒋思海,喻林强,徐国富,533971.5816,19940329,重庆,重庆市,www.jinke.com,ir@jinke.com,23941
636,000657.SZ,SZSE,李仲泽,谢康德,邓英杰,88011.6529,19930318,海南,海口市,www.minmetalstungsten.com,zwgx000657@126.com,7889
637,000068.SZ,SZSE,黄俞,黄俞,丁勤,100667.1464,19970606,广东,深圳市,www.huakongseg.com.cn,sz_hksg@163.com;qin.ding@huakongseg.com.cn,541
638,000069.SZ,SZSE,段先念,王晓雯,关山,820250.6415,19970902,广东,深圳市,www.octholding.com,000069IR@chinaoct.com;wangjiuhao@chinaoct.com,24934
639,000070.SZ,SZSE,蒋勤俭,杨洪宇,张大军,81500.2299,19990729,广东,深圳市,www.sdgi.com.cn,zhangdj@sdgi.com.cn,4179
640,000078.SZ,SZSE,张思民,张锋,沈大凯,276258.3257,19921213,广东,深圳市,www.neptunus.com,sz000078@vip.sina.com,11615
641,000088.SZ,SZSE,乔宏伟,彭建强,陈磊,194220,19970721,广东,深圳市,www.yantian-port.com,ytg000088@sina.cn;yph000088@163.com;yph000088@yantian-port.com,775
642,000537.SZ,SZSE,周悦刚,王晓成,张坤杰,186252.072,19860305,天津,天津市,www.gyfz000537.com,tjgyfz@163.com,1890
643,000538.SZ,SZSE,王明辉,王明辉,吴伟,127740.3317,19931130,云南,昆明市,www.yunnanbaiyao.com.cn,wuwei@yunnanbaiyao.com.cn;ynby@yunnanbaiyao.com.cn;zyan@yunnanbaiyao.com.cn,8068
644,000539.SZ,SZSE,王进,郑云鹏,刘维,525028.3986,19960205,广东,广州市,www.ged.com.cn,ged@ged.com.cn;liuw@ged.com.cn;qinxiao@ged.com.cn,6735
645,000540.SZ,SZSE,罗玉平,张智,谭忠游,700525.4679,19940108,贵州,贵阳市,www.ztfgroup.com,ztjr@ztfgroup.com;tanzhongyou@ztfgroup.com;yueqinghua@ztfgroup.com,6265
646,000541.SZ,SZSE,何勇,刘醒明,何勇,139934.6154,19921020,广东,佛山市,www.chinafsl.com,gzfsligh@pub.foshan.gd.cn;fslhyf@163.com;fsl-yh@126.com;yh888@chinafsl.com,9234
647,000542.SZ,SZSE,万明坚,顾工,肖晓平,18810.88,19921015,广东,惠州市,www.tclcomm.com,yewj@tcl.com;comm.stock@tcl.com,
648,000737.SZ,SZSE,黄振山,张国红,高翔林,54876,19960402,山西,运城市,www.nafine.com,nafine@nafine.com;nfjtzqb@163.com,1761
649,000738.SZ,SZSE,朱静波,朱静波,樊文辉,114564.2349,19970620,江苏,无锡市,www.aaec.com.cn,wangxianding2008@163.com;zhdk000738@vip.163.com;fwh668@163.com,7745
650,000739.SZ,SZSE,祝方猛,徐新良,周玉旺,117852.3492,19970506,浙江,金华市,www.apeloa.com,000739@apeloa.com;a000739@163.com,5761
651,000748.SZ,SZSE,陈小军,戴湘桃,王习发,81481.8606,19970627,湖南,长沙市,www.gwi.com.cn,gwizqb@gwi.com.cn;gwi000748@gwi.com.cn,2271
652,000750.SZ,SZSE,何春梅,卢凯,刘峻,544452.5514,19930628,广西,桂林市,www.ghzq.com.cn,dshbgs@ghzq.com.cn,2595
653,000751.SZ,SZSE,于恩沅,郭天立,刘建平,140986.9279,19920911,辽宁,葫芦岛市,www.hldxygf.com,xy@hldxygf.com;hld_xygf@163.com,6073
654,000658.SZ,SZSE,董宇,董宇,王斌红,15702.1602,19961015,福建,厦门市,,haiyangsyjt@163.com,4
655,000659.SZ,SZSE,刘锦钟,张海滨,秦弘毅,128570.252,19851218,广东,珠海市,www.zhongfu.com.cn,zfzjb@zhongfu.com.cn,2103
656,000660.SZ,SZSE,曾凡章,曾凡章,李春植,23924.3921,19961204,广东,广州市,www.datonggroup.com.cn,lichunzhi1975@126.com,241
657,000661.SZ,SZSE,马骥,安吉祥,张德申,20236.0145,19930610,吉林,长春市,www.cchn.com.cn,cchn@public.cc.jl.cn;zwq000661@vip.sohu.com;zds000661@163.com,5072
658,000662.SZ,SZSE,迟晨,陈雪梅,迟晨,109309.7734,19960918,广西,梧州市,www.txgis.com,master@teamaxsc.com;txzhcs@163.com,349
659,000089.SZ,SZSE,陈敏生,陈繁华,孙郑岭,205076.9509,19980410,广东,深圳市,www.szairport.com,szjc@szairport.com,5720
660,000090.SZ,SZSE,韩德宏,宋扬,方东红,186854.5434,19931206,广东,深圳市,www.tagen.cn,info@tagen.cn;luweihong@tagen.cn;fangdonghong@tagen.cn;guoxing@tagen.cn,7485
661,000096.SZ,SZSE,张桂泉,李洪生,嵇元弘,52800,19990218,广东,深圳市,www.gj000096.com,gjnygf@126.com,403
662,000099.SZ,SZSE,杨威,王鹏,徐树田,60607.042,19990211,广东,深圳市,www.cohc.citic,xushutian@cohc.citic;honglu@cohc.citic,1090
663,000150.SZ,SZSE,陈奕民,刘壮青,阎小佳,87769.7557,19930219,广东,汕头市,www.yihuahealth.com,securities.yre@yihua.com,13668
664,000543.SZ,SZSE,朱宜存,廖雪松,侯海晏,226686.3331,19931213,安徽,合肥市,www.wenergy.cn,wn000543@wenergy.com.cn,3539
665,000544.SZ,SZSE,李建平,李建平,郑玉民,97468.4488,19961025,河南,郑州市,www.cpepgc.com,zyhb@cpepgc.com,1246
666,000545.SZ,SZSE,郭金东,彭安铮,戴洪刚,98683.3096,19891115,吉林,吉林市,www.nthcl.com,nj000545@sina.cn,1006
667,000546.SZ,SZSE,赵辉,赵辉,张以涛,71464.4396,19980304,吉林,长春市,www.jysn.com,jygf@jysn.com;mk@jysn.com,3368
668,000547.SZ,SZSE,崔玉平,王文海,吴小兰,160567.8881,19931120,福建,福州市,www.casic-addsino.com,fufa@szxrjt.com;htfz@casic-addsino.com,2353
669,000548.SZ,SZSE,刘林平,陈小松,郭颂华,49921.5811,19921108,湖南,长沙市,www.hntz.com.cn,hntz0548@126.com,785
670,000753.SZ,SZSE,黄键鹏,林阿头,韩金鹏,99148.1071,19941214,福建,漳州市,www.zzdc.com.cn,zzdc753@sina.cn;axuanly@sina.cn,1990
